content,score,at
Yürübe FİZY,5,2025-07-04 17:12:39
arkadaşlar ben bu uygulamayı heyecanla yükledim hayal kırıklı uğradım direk sildim sakın yüklemeyin şarkı aramıyorum şarkı çıkıyo tıklıyorum başka şarkı çalıyor Bi de şarkıyı beğeniyorum çalma listesine ekliyorum çalma listesini dinleyecem gidiyom oynata basıyor alakasız şeyler çalıyo rezalet Bi uygulama 1 yıldız bile hak etmiyor öne çıksın diye 5 verdim ayrıca istediğim çoğu şarkı,5,2025-07-04 16:15:23
şarkıyı kesip reklam giriyo şaka gibi,1,2025-07-04 16:14:43
reklamda ücretsiz olarak İnternetsiz dinleyebileceğimizi söylüyorlardı. yalanmış kandırıyorlar. şunlara inanmayın para istiyorlar internetsiz dinlemek için Şunu bilin yalanla hiç bir şey kazanamazsınız !!!!! 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬👺👺👺👺👺👺👺👺👺👺👺👺👺👺👺👺👺👺👺👺 🌩⚡️,1,2025-07-04 13:35:22
uygulama gayet iyi ses kalitesi çok güzel,5,2025-07-04 12:05:09
buna sinirleniyorum çünkü hep karşıma çıkıyor.oynadığım oyunun içine ettiniz,1,2025-07-04 10:37:42
muhtesem,5,2025-07-03 20:14:21
güzel ama reklamlar azalsa vazgeçilmez olur bence. Spotify a bin basar!,5,2025-07-03 20:03:16
harika,4,2025-07-03 12:13:33
mükemmel ve güzel ben çooooooook beğendim sizde indirin,5,2025-07-03 11:18:17
Çok fazla reklam giriyor ve şarkı dinleme sınırı var çok saçma düzeltilsin,3,2025-07-03 08:59:17
muhteşem 👍👏👏,5,2025-07-02 23:01:13
süper,5,2025-07-02 22:01:13
müzik asla kesilmiyor İnternet yavaşlama bile,5,2025-07-02 21:46:57
keyifli,5,2025-07-02 19:51:04
çok iyi,5,2025-07-02 19:38:50
"uygulamada nerdeyse hiç şarkı yok olmayan şarkılar Bad Apple! - Turkish Cover, Play My Way, AXOLOTL,Gravity Falls | 1 HOURS EPICK,The Amazing Digital Circus Song gibi çoğu şarkı yok yakın bir zamanda lütfen ekle yin.",1,2025-07-02 19:11:59
Uygulama süper memnunum sürekli dinliyorum,5,2025-07-02 18:45:27
çok güzel olmuş,5,2025-07-02 18:19:57
Severek kullanıyordum ama son zamanlarda Wi-Fi'den bağlandığımda çok bağlantı problemi yaşıyorum. İnternetimden diye düşündüm ama diğer hiçbir uygulamada (Spotify-Youtube vs.) sorun yaşamadım.,2,2025-07-02 17:18:47
çik güzel,5,2025-07-02 15:30:15
sesli kitap özelliği geliştirilmeli. kafasına göre kapanıyor.,2,2025-07-02 14:43:23
bence harika bir uygulama binde bir bulamadığım şarkı çıkıyor...ayrıca diğer abonelik özellikleri podcast ve sesli kitap başka boyuta taşıdı...,4,2025-07-02 13:45:01
Kod hatası diyor kodu bir kuruluştan ücret i karşılığı aldım kopya yapıştırma yapıyorum kod nasıl hatalı olabilir,1,2025-07-02 08:00:10
gayet iyi,5,2025-07-01 23:26:23
cok iyi,5,2025-07-01 23:18:08
memnunum tavsiye ediyorum,5,2025-07-01 23:11:52
istediğim parçayı dinliyorum. dinlediğim tarz otomatik akışa düştügünde hoşuma gidiyir..unuttuğum parçalar sürpriz bir şekilde akışa düşüyor harika..,5,2025-07-01 22:57:07
tenkü,5,2025-07-01 22:40:03
çok fazla reklam veriyor böyle giderse uygulamayı kaldıracağım,1,2025-07-01 18:09:25
bende üzülerek 1 puan vermek istiyorum nedeni kendi dinleme listeni oluşturuyorsun ve listen den çalmıyor başka şarkı çalıyor benim tavsiyem indirmeyin ama o sizin kararınız,1,2025-07-01 17:14:27
Uygulama başta iyiydi fakat kullandıktan sonra istediğim şarkıyı reklam dinlemeden açamadım artık premiumu olmayanlara bu eziyeti yapmayın!!!,3,2025-07-01 14:53:25
harikaaaaaaaa,5,2025-07-01 11:47:27
Super,5,2025-07-01 10:39:36
mükemmel,5,2025-07-01 10:05:05
10 Puan. . .,5,2025-07-01 09:40:32
alles good,5,2025-07-01 08:32:27
güzel !,5,2025-07-01 08:21:07
arda bir müziği ortalardayken başa sarıyor ama gayet iyi çalışıyor,4,2025-07-01 08:20:23
bence gerçekten çok güzel bir uygulama öğrenci olduğum için her ay 20 liraya gerçekten çok iyi ancak şarkıların sözleri ya yanlış ya da hiç yok sadece birkaç şarkıda var ve bence bu kötü bir durum ben özellikle premium u şarkı sözleri için alıyorum ancak bunu karşılamıyor,3,2025-06-30 23:14:29
Spotify sildik çok reklam var diye bunu indirdik müzik dinleyemiyoruz tavsiye etmiyorum indirmeyin arkadaşlar,1,2025-06-30 23:00:32
uygulama iyi kendi ülkemin uygulaması olduğu içinde ayrıca gurur duyuyorum ama bazı sanatçıların müzikleri yok onur Can özcan gibi her vidosu 35 40 milyon izlenen bir kişinin olmaması bir eksiklik ayrıca uygulamanın bize özel sarkilar şunun bize özel çalma listeleri hazırlayan bir algoritması olması daha iyi olurdu bu konuda yapay zekadan yararlanabilirler beğenilen şarkılara daha kolay erişim olmalı altta sadece beğenilen şarkılara giden bir buton olaabilir onun dışında iyi Bir uygulama.,4,2025-06-30 16:06:44
karısık ve sınırlayıcı nir uygulama keske bazı kolay ise yarayacak seylede olsa 5 de 5 olur ama gene iyi sevdim,3,2025-06-30 14:44:34
çokkkk iyii,5,2025-06-30 11:39:04
çok iyidi bayıldım,5,2025-06-29 14:28:38
Oldukça severek kullandığım bir uygulama. Muadillerine kıyasla büyük bir eksikliği olduğunu şu ana kadar görmedim ama bazı sanatçılar ve grupların içeriklerini bulamıyorum. Örneğin Turan müzik grubu ve Dünya Tekin'i sanatçılar kısmında bulamadım. Bazı şarkıların da orijinalleri ve en çok bilinenleri dışında farklı yorumları eklenebilir.,4,2025-06-29 12:01:14
"şarkılar arası reklam tabiki , ama şarkının arasında reklam tüm keyfi kaçırıyor.",4,2025-06-29 09:00:55
👍👍👍,5,2025-06-29 08:40:29
çok güzel teşekkür ederim,5,2025-06-28 23:17:03
uygulama güzel ama ilahi arattığımda saçmasapan şarkılar çıkıyor ve çok az ilahi var.mesela murat belet ve resul aydemir in seni buldum ilahisini ekleseniz sevinirim,3,2025-06-28 22:26:07
Harika,5,2025-06-28 21:59:37
uygulamayı kullanıyorum ve gayet güzel ancak 1 yıldız kırmamın sebebi çoğu şarkının sözlerinin olmaması.mesela nirvananın çok bilindik şarkısını dinliyorum ama sözlere bakmak istediğimde sözleri yok veya yarım yamalak yani tam değil.bunu bir an önce yapsanız iyi olur bence.,4,2025-06-28 19:47:21
bayıldım,5,2025-06-28 13:38:47
"Fizy’de yeni çıkan ve popüler şarkıların eksik olması kullanıcı deneyimini olumsuz etkiliyor. Spotify’daki remix versiyonlarının da eklenmesi gerekiyor. Yerli uygulamaları desteklemek istiyoruz; bu yüzden fizy’nin şarkı ekleme çalışmalarını hızlandırmasını ve kullanıcıları teşvik edecek kampanyalar yapmasını bekliyoruz. Ayrıca, üyelik fiyatları Spotify gibi platformlara göre daha uygun olmalı ve özel avantajlar sunulmalı.",5,2025-06-28 11:56:53
İlk izlenim iyi,5,2025-06-28 11:51:36
turkcellde salla kazanda 1 ay premium çıktı hala SMS gelmesine rağmen premium değil,2,2025-06-28 10:53:28
güzel,5,2025-06-28 02:55:10
Daha yeni parçalar premiom için yazık,3,2025-06-28 02:01:54
Bircok şarkı yok bi şarkı beğeniyorum bakıyorum yok o şarkı ünlü sanatçıların dahi olsa her şarkıyı içinde barındırması gerekir,3,2025-06-27 19:49:05
yüklemenizi tavsiye ederim şarkıları indirip internetsiz ortamlardada dinleyebilirsiniz video çekerkende dinleyebiliyorsunuz aramadaykende benim açımdan iyi bir uygulama olmuş...,5,2025-06-27 16:20:59
bayagüzelmükyani❤,5,2025-06-27 14:36:55
Güzel bir portal. daha interaktif olursa süper olacak.,4,2025-06-27 11:35:42
uygulamayı beyenmedim şarkıları indirmek için pireminum almamız lazım ben bedava sandığım için indirmiştim.,2,2025-06-27 02:10:22
çok memnunum.,5,2025-06-26 23:40:42
Donup Donup Duruyor,1,2025-06-26 16:57:55
çok iyi,5,2025-06-26 09:26:54
kepaze,1,2025-06-26 07:11:09
iyi uyguluma reklamlı güzel aslında TV+ böyle olması lazim,5,2025-06-26 05:23:46
iyi,5,2025-06-26 04:18:55
"Merhaba,En çok sevdiğim müzikleri keyifle dinlediğim yer Fizy...Muhteşem...Teşekkür ederim...🌸🍀🎉🥳🙋",5,2025-06-25 21:12:48
Fizy kodunu aktif ettim ancak app hiç iyi değil şarkının orjinali zor çıkıyor!,1,2025-06-25 18:04:12
çok güzel ve çok beğendim,5,2025-06-25 14:08:26
teşekkürler,5,2025-06-25 10:51:44
Süper,5,2025-06-25 06:13:49
"Severek kullanıyordum ancak son birkaç gündür uygulamayı açınca anasayfaya değilde uygulama ayarlarından bildirimler kısmına yönlendiriyor. Bildirimlerim kapalı, uygulamadan bildirim almak istemiyorum. Bu düzeltilirse güzel olacak.",1,2025-06-24 23:03:34
denedim çok kötü çünkü asla offline açılmıyor şarkılar error veriyor tavsiye etmem,1,2025-06-24 13:45:39
"düzeltilmesini düşündüğüm şeyler: - şarkı önerileri aşırı uyumsuz; sektör lideri gibi öneri sistemi değişmeli - beğenilen şarkılar çalma listelerine sürpriz önerili karışık çalma eklenirse (doğru önerilerle) çok güzel olur - çalma listelerinde çok fazla rap ve pop karışık mixlenmiş şarkı var, listeleri dinlerken şarkı atlamak yoruyor - 1 yıl önce kullandığıma göre çok daha geriye gitmiş olarak şuan kullanıyorum - bazı bilindik şarkılar bile bulunamıyor, eklenmesi lazım, bildirim izin sorunu v",2,2025-06-23 22:03:28
"Fizy yapımcıları bile herhalde Spotify kullanıyor.Bir uygulama hiç geliştirilmezmi. Sürekli önerilen şarkılar aynı,aradığın şarkılar yok beğeni yada beğenmeme tuşu yok. Düzeltilemeyecek sorunlar değil ama sürekli aynı sorunlarla karşı karşıyayız. Şuan kullanmamızın tek nedeni yerli olması olabilir.",3,2025-06-23 17:45:52
güzel ama indirme ücretli,4,2025-06-23 09:17:39
premium olmadan hiçbir şey yapamadığın bir uygulama bu kadar para göz başka bir uygulama yok sildim,1,2025-06-23 07:03:56
çok güzel olmuş,5,2025-06-23 06:09:34
🤗,5,2025-06-22 23:09:33
müthiş,5,2025-06-22 21:57:28
hiç beğenmedim,1,2025-06-22 21:12:36
İnternetsiz deneyimbyaziyor internetsiz bir tık bile dinleyemiyorum . Yazıklar olsun,1,2025-06-22 17:30:50
Müslüm gürses sensiz geceler parçasının orijinali de eklenmeli,5,2025-06-22 16:25:57
merhaba uygulamanizi çok beğeniyorum severek kullanıyorum rica etsem belirttiğim sarkilarin video kliplerini fizy e ekleyebilirmisiniz . ismail yk duydum ki çok mutsuzsun . ismail yk facebook (çılgın),5,2025-06-22 04:45:14
Spotifydeki ham özelliği ne zaman gelecek,3,2025-06-21 19:37:08
ilk defa kullanmaya başladım çok iyi.Şunu anlayamadım internetim gitmeyecek yani internet kullanmayacağımı düşünüyorum.,5,2025-06-21 19:20:31
Tema değişimi yapılırsa daha güzel olur diye düşünüyorum,5,2025-06-21 17:56:58
"böyle saçma bir uygulama olmamalı şarkı içi 50 reklam kafasına göre benzer diye alternatif çalar, uzak durulmaşık",1,2025-06-21 00:03:57
Güzel,5,2025-06-20 23:15:18
sesli kitap dinlemek içinde ek ücret talep etmeniz epey saçma olmuş zaten abonelik var ?,3,2025-06-20 22:07:54
çok güzel. bir. uygulama. herke.se. öneriyorum. hiçbir. haksızlığı. yok. bide. şu. reklamları. olmasa. her. şeyi. çoook. iyi,5,2025-06-20 17:47:10
güzel ve beğendim,5,2025-06-20 12:59:08
iyi çok güzel bir uygulama,5,2025-06-20 09:33:04
bayıldım,5,2025-06-20 07:24:32
🫰🏻,5,2025-06-19 21:15:12
on numara beş yıldız 👍🏻 Spotify'da vakit kaybetmişim dedim resmen😭 (Uygulama en azından Spotify gibi prminyum almaya zorlamıyorr🙄) Ama neden tanınmıyor bilmiyorum yeteri kadar ilgi görmüyor bence. Tek sorun ise şarkı bitmeden yanı bazen şarkı ortasında reklam veriyor ama reklamlar sorun edilmeyecek kadar kısa 5 sn fln sürüyor ben bayıldım uygulamaya 🌟🌟🌟🌟🌟,5,2025-06-19 20:17:39
yapmış olduğunuz uygulama için teşekkür ederim,5,2025-06-19 17:48:18
İnterneti aynı Spotify gibi hiç farkı yok yüklemeyin,1,2025-06-19 12:17:27
iyş,5,2025-06-19 09:14:17
şimdi niye mi 1 yıldız kırdım il önce çokkk güzel bir uygulama ama internetsiz olsaydı 5 yıldız yapardım,4,2025-06-18 22:00:44
INDIRMEYIN ONE CIKSJN DIYE 5 YILDIZ VERDIM AMA INTERNETSIZ SARKI DINLENMIYOR ISTEDIGIM SARKILARI DINLEYEMIYORUM PLAYLISTLERIM INTERNETSIZ ACILMIYOR SAKIN YÜKLEMEYIN HIÇ MEMNUN KALMADIM,5,2025-06-18 14:41:53
bence güzel bir uygulama İnternetsiz müzik dinleye biliyorsunuz internetiniz yoksa (örnek olarak arabadaysaniz) internetiniz olmaz. degilmi? işte oyuz den müzik dileyemezsiniz ama bu uygulama sayasinde İnternetsiz çevrimdışı müzik dinleye bilirsiniz tavsiye ederim😊,5,2025-06-18 13:18:18
"koleksiyonum için sadece şarkıları mp3 olarak indiremiyorum. geniş bir müzik dünyası, dünya içinde dünya... Ara yüzden içerik koordinesine kadar -Emeği geçenlere teşekkür ederim.",5,2025-06-18 12:46:50
süper,5,2025-06-18 00:03:46
Dinlediğim müziğin ortasında birdenbire reklam giriyor. Aynı reklam tam olarak bitmeden yarım kalan müzik devam etmeye başlıyor.,2,2025-06-17 23:14:58
daha az reklam olabilir,4,2025-06-17 22:43:09
"Daha az reklam, daha uygun fiyat.",4,2025-06-17 21:43:00
harika,5,2025-06-17 17:05:44
spotifydan bile daha iyi sanki ücretsiz Spotify premium gibi,5,2025-06-17 09:10:15
Gerçekten harika.,5,2025-06-17 06:35:41
super,5,2025-06-16 21:47:30
"Uygulamayı severek kullanıyorum. Son zamanlarda podcast dinlemeye merak sarınca şöyle bir şey fark ettim: Bir podcast bölümünü yarım bırakıp ilerleyen zamanda aynı podcast'a geri döndüğünüzde bölüm, kaldığınız yerden değil baştan başlıyor. Her seferinde ""nerede kalmıştım"" diyerek ileri sarmak zorunda kalıyorsunuz. Bir de podcast bölümlerini uygulamanın otomatik işaretlemesinden ayrı, ""dinlendi"" ya da ""dinlenmedi"" olarak kendimiz de işaretleyebilmeliyiz.",5,2025-06-16 20:41:44
herşey piremium,1,2025-06-16 19:43:13
mükemmel bir uygulama ben bir sorun bulmadım herkeze tavsiye ederim.,5,2025-06-16 17:40:31
çok kötü istediğim şarkıyı açmıyor başka bir şarkı açıyor hiç beğenmedim,1,2025-06-16 16:09:55
Premium olmazsa sevinirim hep 3 kağıtçılar var,5,2025-06-16 13:19:07
android auto da goz at menusu acilmiyor,1,2025-06-16 12:11:51
çok güzel uygulama,5,2025-06-16 10:18:11
çokk iyi bir uygulama,5,2025-06-16 01:03:19
Ban göre en süperi uygulama her kese tafsiye edelim,5,2025-06-15 22:49:34
her şey primiyum onun haricinde her şey güzel,4,2025-06-15 20:24:25
harika bir uygulama,5,2025-06-15 13:07:33
Herşey güzel ama eksikler var. Remixli Şarkıların çoğu yok.,4,2025-06-14 16:03:45
çok reklam giriyo,5,2025-06-14 12:38:13
internetsiz olsa çok iyiydi,4,2025-06-14 03:04:43
yalan internetsiz birşekiode dinleyemiyorum sadece onun için yüklenmiştim,1,2025-06-14 01:02:41
bence güzel bir uygulama ben sevdim,5,2025-06-14 00:02:47
güzelllll.......,5,2025-06-13 16:53:43
gerçekten çok beğendim aynı spotify gibi bir uygulama,5,2025-06-13 10:07:07
öncebden de severek kullanıyorum şimdi de öyle,5,2025-06-12 23:36:35
Şarkılar ilk yüklediğiniz gibi duruyor. Liste ve repertuar konusunda bir milim yol almayan bir uygulama. Belli ölçüde internetten yemediği için kullanıyorum ama hç memnun değilim. Bazı zaman şarkı arasına bile reklam alan bir uygulama. Turkcell bu kadar mı aciz? o zaman bu yüksek faturaları neden alıyor? Kaç yıldır düzelmeyen bir sorun haline geldi artık. Düzelmesi gerekli.,1,2025-06-12 21:07:08
Vallahi çok güzel internet siz dinliyorum.,5,2025-06-12 19:26:38
super,5,2025-06-11 21:20:42
Tavsiye ederim çok güzel,3,2025-06-11 19:42:49
çok boş bir şey hiç beğenmedim çevrimdışı dinleme fln yok çevrimiçi de şarkılar açılmıyor kimseye önermiyorum rezalet,1,2025-06-11 19:38:46
cok fazla reklam var insan dinlediginden anlamiyo bir de surekli olarak listemden olmayan sarkilar calmaya basliyor,2,2025-06-10 21:44:49
sözleşme felan ne ya bence kötü,1,2025-06-10 18:11:54
3 tane Turkcell hattım var faturalı böyle saçma uygulama için benden premium üyelik istiyorsunuz,1,2025-06-10 15:42:24
cok guzel ama cok guzel,4,2025-06-10 14:27:15
Arasında piskopatca şarkılar var 1 yıldız bile haketmiyoyaa,1,2025-06-10 13:08:59
sen nasıl bir fizy sin,5,2025-06-10 10:17:46
Uygulama mükemmel sade 1 tane reklam çıkıyor o kadar,5,2025-06-10 07:15:11
grup yoruma karşı olan ırkçılığa karşı gelerek spotifyda olan uyeliğimi iptal edip fizyi yükledim Fizy spotifydan gerçekten daha iyi kısıtlı müzik seçebiliyorsun müzik tekrarı yok müzik geçme hakkın sınırlı aklı olan fizy'i seçer doğru yolu bulduğumu düşünüyorum 🙃,5,2025-06-10 04:35:08
güzel sürekli kullanıyorum,5,2025-06-09 17:10:52
Güzel bir uygulama ama Semicenk&Rast-Canın Sağ Olsun parçası bile yok uygulamada. Çok saçma.güncelleme sorun duzeldi,5,2025-06-09 14:26:21
hediye kodu aktivasyonu bölümünü bulmak neredeyse imkansıza döndü uzun çabalar sonucu buldum ama bu sefer de hata ekranını yansıtıyo. illa para verip premium oldurma derdindeler ve Spotify de olan çoğu şarkı burada yok kısacası her bakımdan 5 kuruş etmez.,1,2025-06-09 11:55:48
arkaplanda çalıyor olması güzel,5,2025-06-09 04:12:39
Çok güzel bir uygulama,5,2025-06-09 02:33:07
Çok severek kullanıyorum. Bu uygulamayı kullanmadan önce Spotify kullanıyordum ama o boykot olunca Fizy'e geçtim. tabiki Spotify kadar kaliteli değil ama insanlar kullandıkça daha kaliteli olacak diye düşünüyorum✨,5,2025-06-08 21:30:39
güzel,5,2025-06-08 19:26:54
çok fazla reklam,1,2025-06-08 16:54:38
güzel,4,2025-06-08 16:39:39
premium kodu açılmıyor,3,2025-06-08 12:24:41
Güzel,5,2025-06-08 12:06:10
Ruhum dinleniyor,5,2025-06-08 10:22:08
şarkılar dinlemek için premium üye olmak gerekiyor zaten Türkcell hattım ayrıca şarkı listeleri falan ekran çok karışık canlı radyo da olmasını isterdim,3,2025-06-08 08:41:16
Güzel bir uygulama,5,2025-06-08 00:19:10
Çalma listesinin türü ile ilgili şarkı önerileri bulmada çok yetersiz. 5 şarkı tavsiyesi çıkıyor yenile tuşuna basılınca sadece yerleri değişiyor yeni bir şarkı bile eklenmiyor. Diğer uygulamalarda olduğu gibi liste türüne göre şarkılar çıkarsa daha iyi olabilir.,3,2025-06-07 20:37:10
gerçekten çok mükemmel...,5,2025-06-07 17:47:56
OYGULAMA HARİKA ARKADAŞLAR,5,2025-06-07 14:16:23
👍,5,2025-06-07 14:03:37
uygulama güzel ancak bu uygulamayı akıllı saatler de kullanabilmek iyi olurdu,5,2025-06-07 13:16:44
Uygulama çok güzel ancak şarkılar biraz az şarkı miktarı artırılırsa çoook daha güzel olur onun dışında bulamadan çıkınca şarkıyı yine çalınması çok güzel bir şey bence geriye kalan her şey mükemmel dediğin gibi sadece şarkılar biraz daha arttırılırsa çok daha güzel olur,4,2025-06-07 12:46:30
uygulama güzel herkese öneriyorum ama Premium olmadan ücretsiz şarkı dinleyebilseydik iyiymiş,4,2025-06-07 10:37:18
uygulama çok iyi fakat bazı eksikleri var. bu eksiklerden En Önemlisi! direk önerilen müzikler getirilmeli. müzik dinlemek için playlist açmak zorunda olmak kötü ve her zaman aynıları çıktığı için hep aynı müzikleri çeviriyor,5,2025-06-07 03:06:08
çok güzel,5,2025-06-06 19:48:33
aşırı iyi ama premyomm olması 1 yıldızınızı aldı bu yüzden bence premyomu seneye kadar kaldırın çünkü eyer kadırmazsanız 1 yıldız veririm sizin puanınızıda düşürmek için tüm tanıdıklarıma söylerim 1 yıldız versinler diye ve çevrem çok büyük kelebek etkisi yaparişte o zaman neyapıcaz diye düşünürsünüz Hahahaha şaka yaptım nasıl ama korktunuz dimi sınır nerde????????????????????????oldu!!!!,4,2025-06-06 14:30:00
süperrrr,5,2025-06-06 09:17:01
çok güzel bir uygulama emeği geçen herkese teşekkür etti,5,2025-06-05 23:36:33
Harika😊,5,2025-06-05 15:08:14
