content,score,at
iyi,5,2025-07-06 23:27:26
spotfy dan daha iyi aq👍🏻,5,2025-07-06 22:57:56
Daha iyisi yok,5,2025-07-06 21:24:55
inanılmaz çok güzel,5,2025-07-06 19:50:28
çok memnunum hiç bir sıkıntı yaşamadım ve yaşamıyorum biraz müzik bulma konusunda geliştirilebilir..,5,2025-07-06 19:07:44
cokk iyi,5,2025-07-06 18:38:33
güzel,5,2025-07-06 16:04:50
en güzel müzik uygulaması bütün dinlediklerimi burdan dinliyorum çok mükemmel 🥰🥰🥰🥰🥰🥰😘😘😘😘😘😘😍😍😍😍😍🤩🤩🤩🥳🥳🥳🥳🥳🎧🎧🎧.,5,2025-07-06 15:56:19
para ödema iptal etmek,1,2025-07-06 15:45:47
müzik dinlediğim sırada ekranı kapatıyorum uygulamadan atıyor sebeb?,1,2025-07-06 13:49:12
"arayüzünü seviyorum, spotify'dan daha iyi ayrıca spoti'de olmayan müziklerin olması çok iyi",5,2025-07-06 12:15:53
her programla uyumlu tek müzik programı,5,2025-07-06 10:25:54
mükemmel bir uygulama,5,2025-07-06 09:43:54
en sevdiğim müzik uygulaması,5,2025-07-06 09:09:37
kendi kendine uygulama kapanıyor,3,2025-07-06 02:25:56
Gerçekten mükemmel.,5,2025-07-05 22:45:26
başarılı,5,2025-07-05 21:47:55
mükemmel,5,2025-07-05 21:28:23
başarılı,5,2025-07-05 20:01:40
Allah Razı Olsun size,5,2025-07-05 19:10:25
cokkkk kötü 🔻🤡,1,2025-07-05 18:35:35
abi tek kelimeyle mukemmel yani he bide benim premiumum var ondan bana oyle geliyo da olabilir😋,5,2025-07-05 18:26:46
guzel.,5,2025-07-05 17:57:39
Çok iyi bir uygulama çok kolay öğreniliyor ve herkese kesinlikle tavsiye ederim.😝😅😚😇,5,2025-07-05 17:21:40
bir kere internetsiz ortamda müzik dinlemek çok keyifli,5,2025-07-05 16:43:44
oldukça kullanışlı🥰,4,2025-07-05 16:07:59
automix özelliği gelse çok iyi olur apple music deki gibi zaten müzik kataloğu çok iyi efsane olur,5,2025-07-05 15:30:59
YouTube music dinlediğim her sarkida her 15 saniyede bir duruyor buda beni cok rahatsiz ediyor sebebi ne olabilir,2,2025-07-05 12:20:32
Uzun yol dostu. son derece başarılı Long road friendly. extremely successful,5,2025-07-05 09:53:33
muhteşem,5,2025-07-05 09:36:23
👍👍👍👍,5,2025-07-05 08:23:29
kesintisiz müzik ziyafeti harika,5,2025-07-05 07:41:01
gayet güzel bir uygulama herkese tavsiye ediyorum ben çok memnunum,5,2025-07-05 06:43:10
Spotify'dan sonra kullandığım en iyi müzik dinleme uygulaması bu müzik dinleme uygulamalarını seviyorsanız bu uygulamayı tavsiye ederim.,5,2025-07-04 23:34:22
çok iyi,5,2025-07-04 22:20:00
"istediğim bütün müzikleri kolaylıkla buluyorum, dilediğim listeleri yapıyorum, çok memnunum👏",5,2025-07-04 21:06:28
tek kelime ile MÜKEMMEL 💫✨,5,2025-07-04 20:54:45
5 yildiz fakat daha cok gelişmesi gerek,5,2025-07-04 20:17:56
muazzam.,5,2025-07-04 19:24:12
👍harika,5,2025-07-04 19:07:00
Teşekkürler çok güzel saate çalışıyor sorunsuz,4,2025-07-04 18:15:55
Süper,5,2025-07-04 15:03:34
iyiy,5,2025-07-04 14:46:12
baba valla iyi uygulama,5,2025-07-04 14:09:07
super,5,2025-07-04 13:58:46
iyi çok güzel,5,2025-07-04 11:28:59
ses kalitesi ve aradığın müziği bulma süresi mükemmel tesekkürler you tube,5,2025-07-04 11:03:44
mükemmel👍👏😆,5,2025-07-04 11:01:42
keşfettiğimden beri müzik dünyam zenginleşti tek bi sorunu var listeyi düzenliyorum kapatıp açınca liste eski haline dönüyor bu düzeltilmeli.,5,2025-07-04 09:39:03
çok güzel.Tavsiye ederim..,5,2025-07-04 07:16:52
arka pilanda müzik çalıyordu şimdi çalmıyor siliyorum uygulama para istiyor,1,2025-07-04 01:57:24
Amacı neyse en iyi şekilde hizmet eden bir uygulama.,5,2025-07-04 00:21:17
spotifydan çok daha iyi kesinlikle,5,2025-07-03 23:39:40
uygulama çok güzel beğendim bu uygulamayı yapan kişi kral dır,5,2025-07-03 22:56:57
harika.kamera ile çekim yaparken çalsa super olur,5,2025-07-03 22:24:21
çok iyi,5,2025-07-03 21:54:05
istediğim gibi güzel uygulama,5,2025-07-03 20:19:00
youtube üzerinden özelliğini bir videoyu tekrar ve tekrar izlemeni sağlıyor bot hesaplar almış başını gitmiş yt hesabım bilmediğim hint kanallarına abone oluyor yt music uygulaması bile çok kötü bir müzik klibine dislike attığın halde aynı müzikleri tekrsr ve tekrar sana gösteriyor ve premium aldığım halde hala reklam izlemeye devam ediyorum,1,2025-07-03 19:18:14
Önerilenler kısmı çok vasat yeni bir şey çıkarıyor daha önce dinlemediğim tarzda şeyler falan anlamsız,4,2025-07-03 18:35:08
harika,5,2025-07-03 14:56:12
uygulama genellikle iyi basit ve sade tasarımı olması güzel eksik yönlerini söyleyecek olursam sanatçı engelleme özelliğinin olmaması olsaydı daha iyi olurdu.,4,2025-07-03 14:20:07
hifi müzikleri seçme ayarları eklensin,5,2025-07-03 14:09:36
güzel,5,2025-07-03 13:33:37
arayüz çok yetersiz ve yüzeysel bence en azından şarkıları alfabetik sıralamak olmalı,4,2025-07-03 13:23:49
Müzik adına aradığım her şey var.,5,2025-07-03 13:18:45
süper tek kelimeyle,5,2025-07-03 12:07:14
Ben tablet yeni aldım her şey oynayabiliyorum ama yani şimdi bunu nasıl açacağız hesap mı gireceğiz sadece bir tane video var,4,2025-07-03 10:59:19
çok iyi bir uygulama her kez e tavsiye ederim,5,2025-07-03 09:13:07
Genel olarak güzel,4,2025-07-03 09:11:30
bence gayet iyi,5,2025-07-03 08:21:33
başarılı,5,2025-07-03 08:04:30
indirme islemi hizli olsa iyi olurdu,5,2025-07-03 07:56:34
harikasınız iyisi varsınız,5,2025-07-03 07:42:31
çok iyi hemen hemen her gün kullanıyorum muhteşem bir uygulama,5,2025-07-03 07:22:13
❤👍,5,2025-07-03 01:15:27
Süper.,5,2025-07-03 01:01:36
Iyidir,5,2025-07-02 23:30:36
güzel ama apple music ve spotifyın sahip olduğu gibi güzel ve daha iyi dizayn edilmiş bir desktop app olsa daha iyi olur,5,2025-07-02 22:56:41
iyi,5,2025-07-02 22:25:07
çok kolay,5,2025-07-02 22:05:51
parasını hak ediyor.,5,2025-07-02 21:14:15
biraz daha geliştirilebilir artı olarak. şu halde bile çok memnunum,4,2025-07-02 20:26:06
Bayilirak kullaniyorum,5,2025-07-02 19:25:04
daha farkli tarzlar da cikarmasi gerekiyor,4,2025-07-02 18:56:24
Awesome app.,5,2025-07-02 17:53:45
çok güzel istediğim gibi,5,2025-07-02 17:06:15
Tavsiye ederim bütün müzikler mevcut,5,2025-07-02 16:30:44
süper,5,2025-07-02 15:18:36
daha fazla geliştirilebilir,5,2025-07-02 15:12:04
"""Please add a feature to group downloaded albums by their respective bands."" do you read these Google?",5,2025-07-02 14:42:57
Giderek gelişiyor arada kliplerede bakmak istediğim için YouTube Music uygulamasını tercih ediyorum zaten özet yapıyordu şarkı sözü paylaşma özelliğide geldi ben memnunum,5,2025-07-02 14:16:37
On Numara teşekkürler,5,2025-07-02 13:53:40
daha güzel bir uygulama görmedim premium aldığın anda iki uygulamaya da yansıyor çok memnunuz ailecek,5,2025-07-02 12:09:33
Mükemmel .Aradığınız her şarkıyı çok rahat bulabilirsiniz,5,2025-07-02 11:47:32
Güzel,5,2025-07-02 11:10:09
Berbat müzik önerileri.,1,2025-07-02 01:57:36
çok iyi.,5,2025-07-02 01:04:00
abonelikten çıkıp spotify'a geçiyorum çünkü indirdiğim bütün müzikler gitti ve ben bunu her sene yaşıyorum.. sürekli donmaya ve uygulamadan atmaya başladı. indirme 1500 şarkıyı geçince hep aynı şey oluyor,1,2025-07-02 00:35:52
super bence bide youtube premıum alınca otomatık muzık de ucretsız oluyo ben cok sevıyom bazen ara yuzde ve sarkılarda donma oluyo ama o cok da onemlı degil sevıypruö yanı cnm 💛🩷🩷❤️🩵🩵🩷💛🩶💜💗💚💖💖💖,5,2025-07-02 00:02:29
yani Spotify dan daha iyi yanı sen den san sace şarkı acmiyormusn bide sözlerini söleyebilirsiniz ama benim tercem Spotify dan daha iyi diyebilirim.,5,2025-07-01 23:53:57
tek kelime ile harika,5,2025-07-01 22:52:34
güzel ama hep aynı şeyler karşıma çıkıyo. genel olarak memnunum.,4,2025-07-01 22:24:56
çok güzelll ama İnternet olmasaaa😻,5,2025-07-01 22:08:56
En sevdiğim uygulama,5,2025-07-01 21:41:39
Önerdiği şarkılar tam anlamıyla rezalet ama spotify'ın aksine istediğim kadar şarkı geçme hakkı sunuyor olması çok güzel bir şey. Arkaplanda çalışmak bir müzik uygulamasında olması gereken en temel şeylerden biri ve bu uygulama buna sahip değil ama benim telefonumda kayan pencereler özelliği olduğu için sağ üst köşede açık tutup istediğim şeyi yapabiliyorum. Spotify'dan daha iyi ama yine de çok iyi değil,5,2025-07-01 20:36:47
super,5,2025-07-01 20:22:36
Süper,5,2025-07-01 18:02:25
çok memnunum.,5,2025-07-01 17:08:13
Yaklaşık 1 yıldır kullanıyorum. Araçta vb. tüm beklentimi karşılıyor. Çok memnunum.,5,2025-07-01 16:04:44
bass gücü Spotify'a göre çok çok iyi. Spotify tamamen boşmuş onu farkettim.,5,2025-07-01 15:19:14
harika bir uygulama reklam yok arka planda çalıyor müthiş 10,5,2025-07-01 14:40:12
güzel,5,2025-07-01 14:31:15
çok güzel,5,2025-07-01 14:05:37
kullandığın en iyi uygulamalardan biri fakat tıpkı youtube gibi yt müziğede video indirme özelliği getirirseniz çok iyi olur,1,2025-07-01 13:05:50
"Kullanıma sunulduğundan beri çok güzel, rahat bi şekilde kullanıyorum. Çok keyifli, donanımlı, isteklerinize, tarzınıza göre bir liste hazırlıyor size. Öneri müzikleri yine size göre müzikler oluyor. Ben çok memnunum",5,2025-07-01 11:43:02
Güzel harika valla,5,2025-07-01 01:28:23
Evet gelelim asıl meseleye.Ben keyfine düşkün olduğum için kendime uygun olan şarkıları seçerim bu yüzden bu uygulamaya bayıldım.Şunlar olmasa daha da güzel olurdu diyeceğim meseleler 1.Kural; Reklam olmasın ben açıkçası reklam izliyorum bu yüzden bundan rahatsızım. 2.Kural;Benimde tabletim 9 yıllık bi tablet olduğu için güncellenmiyor ve bu durum benim canımı sıkıyor.3.Kural;Ben belki bunu yüzlerde söylemişimdir ben güncelleyemiyorum ve güncelleme butonu yok ve tableti tamir ettirdik ve2tl aldı,5,2025-06-30 22:46:07
teşekkürler varlığınız dâim olsun,5,2025-06-30 22:00:42
"Listemdeki şarkılar kendi kendine kayboluyor, yeniden eklemek istediğimde bu şarkı listenizde zaten var diyor ama şarkıyı göremiyorum. Yine de ekle diyorum ona rağmen listede çıkmıyor. Bir süre sonra kendi kendine geri geliyor sonra yine kayboluyor. Listemde 220 şarkı görünüyor mesela ama saydığımda 15 tanesi eksik.",1,2025-06-30 21:38:08
bütün şarkılar var,5,2025-06-30 19:41:05
çok memnunum teşekkürler,5,2025-06-30 17:30:34
iyi,5,2025-06-30 16:44:23
bence çok güzel bir uygulama reklam bile çıkmıyor kullanmanızı tavsiye ederim,5,2025-06-30 15:49:52
mük.,5,2025-06-30 15:43:08
Spotify dan 100 kat daha iyi,5,2025-06-30 15:31:35
Çok güzel,5,2025-06-30 13:23:51
süper,5,2025-06-30 13:20:51
"The Music app keeps freezing. I used to think it was because of my phone, even though no other apps had issues. But after changing my phone, I realized the problem is entirely with the app. I was one of the last 3-4 people still resisting Spotify, but I guess I’ll have to switch once my subscription ends. Edit: I'm back 😃 I didn't like how the other app's algorithm works, its discovery and recommendations. YouTube Music also seems to have fixed the freezing issue. I'm impressed.",5,2025-06-30 13:19:54
uygulama güzel ama bazı sorunlar var örneğin playlistteki şarklıarın yerlerini değiştiremememiz gibi en hızlı şekilde düzeltilmesini rica ediyorum,5,2025-06-30 11:50:54
sesi daha fazla çıkartıyo gerçekten bana göre güzel tam 5 ⭐ lık,5,2025-06-30 10:33:16
Aynı YouTube benzeri gibi müzikler harika şimdi sizde deneyin,5,2025-06-30 09:01:12
"Aradığım tüm şarkıları bulabiliyorum, keşfetten önerdiği şarkılar gayet başarılı,uygulamanın kullanımı çok kolay. Teşekkür vede tavsiye ederim 🙏🏻",5,2025-06-30 08:26:11
internitsiz olsa dâha iyi olur,4,2025-06-30 03:28:38
gerçekten çok güzel bir uygulama şarkı listeleride dinlediğimiz türe göre değişiyor aynı türde aynı tonlarda şarkılar cikiyor bide reklamsız olması mukemel,5,2025-06-30 02:09:40
Müthiş,5,2025-06-29 23:32:24
çok başarılı bir uygulama.🔥🎉🎧🎸,5,2025-06-29 23:21:50
Bayağı iyi bir uygulama ses kalitesi filanda iyi sadece free planda arka planda şarkının oynatılmaması kötü olmuş ama yinede iyi zaten premium fiyatıda uygun ve premium planı kullanıyorum,5,2025-06-29 21:37:38
mujemmel,5,2025-06-29 21:12:25
Youtube Music bunu nasıl yapıyor bilmiyorum ama keşfeti sanki o an ruh halimi anlıyorda bilerek işte bu ya dediğim şarkılar çıkarıyor,5,2025-06-29 20:24:02
reklamsız müzik dinlemek harika üstelik ses kalitesi süper emeği geçen herkese teşekkür ederim keyifle istediğim gibi müzik dinliyorum saygılarımla,5,2025-06-29 20:18:35
spotifden daha iyi daha kolay daha az paragöz,5,2025-06-29 19:09:38
"Tek kelimeyle, on numara beş yıldız.",5,2025-06-29 18:55:50
😀,5,2025-06-29 16:47:51
"Kişiselleştirilmiş tarz, sanatçı, albüm önerileri geliştirilmeli",4,2025-06-29 14:46:22
çok iyi ses kaliteside harika,5,2025-06-29 14:21:00
"Premium olmasına rağmen her şarkıda bir donup kalıyor, tekrar açıp devam ettirmek gerekiyor!",1,2025-06-29 11:49:37
vazgeçilmezim harika,5,2025-06-29 11:33:30
spotify ı falan tekler ses kalitesi falan herşey çok güzel bide ben YouTube premium üyesiyim bununda yaninda hediye gelmesi çok güzel bir incelik.,5,2025-06-29 10:32:03
İstediğimiz gibi Herkese açık bir şekilde müzik yükleyemiyoruz ne anladım lan o zaman bu işten,1,2025-06-29 02:47:42
guzel istedim sarkilari ücretsiz ve hiç urasmadan açıp dinliyorum harika bir şey ⭐⭐⭐⭐⭐,5,2025-06-29 02:14:28
uygulama güzel tek eksik kendi ekolayzer i olmaması,5,2025-06-28 23:14:09
çok güzel ve akıcı premium hissi,5,2025-06-28 22:01:45
sevdiğim bütün şarkilari buluyorum,5,2025-06-28 21:30:46
bence çok iyi,5,2025-06-28 20:32:41
menun kaldım,5,2025-06-28 17:32:57
Harika,5,2025-06-28 17:24:34
👏,5,2025-06-28 17:20:00
sağlam,5,2025-06-28 17:14:29
uygulama çok iyi,4,2025-06-28 17:07:04
beğeniyorum,5,2025-06-28 16:38:29
mühteşem bir uygulama,5,2025-06-28 15:03:25
annemde kulaniyo çok seviyoruz reklam yok Her istediğimizi bulabilirsiniz müzik olarak şarkıcı olarak dansçı olarak çok güzel Her şey yüklemenizi tavsiye ederim,5,2025-06-28 13:43:50
uygulama tek kullandığım müzik uygulaması premium da aldım harika oldu ama LÜTFEN OLUŞTURDUĞUMUZ OYNATMA LİSTESİNİ ALFABETİK SIRALAMA GELSİN,5,2025-06-28 12:38:16
mamnun kaldım,5,2025-06-28 11:27:29
durduk yerde kapanıyor falan aşırı saçma,3,2025-06-28 10:27:18
bütün müzik uygulamalarından 10kat iyi,5,2025-06-28 10:24:29
merhaba ben çok memnunsuzum bazen müzikler takılıp kaliyor bende YouTube premium olsa bile öyle kalıyor bu guncellemede düzelmesini isityorum,2,2025-06-28 09:56:36
güzel,5,2025-06-28 08:10:58
Bilgisayarda beğendiğim şarkılar telefonumda görünmüyor fakat Bilgisayarda görünüyor saçma bir durum,4,2025-06-28 04:03:12
Yıllarca spotify kullandığım için özür dilerim YouTube Music..,5,2025-06-28 03:37:38
harikasınız,5,2025-06-28 02:52:48
spotify odeme yapacagina youtube ode daha iyi,5,2025-06-28 01:25:21
sürekli guncelleme yapmayın artık telefonun ekranını indirdikce müzik kesiliyor yeter artık ama,1,2025-06-28 00:48:08
mükemmel,5,2025-06-28 00:19:38
Aşırı iyii,5,2025-06-27 23:02:17
aradığım her müzik burada tebrikler yotube müzik,5,2025-06-27 22:42:22
çok memnun oldum,5,2025-06-27 22:34:57
iyi,5,2025-06-27 21:44:26
bütün musicler vardı,5,2025-06-27 21:12:36
çok çok çok güzel ama İnternetli ve reklamalı onun dışında mük 🤩🤩🤩🤩😘😘😘😘,5,2025-06-27 19:09:37
kendisini mal sanıyor ama benim telefonumda çok iyi bir uygulama,5,2025-06-27 18:53:06
neden equlizer ayarlayanamıyor? şarkıdan şarkıya yumuşak geçiş özelliği gelsin.,4,2025-06-27 14:58:33
muhteşem,5,2025-06-27 14:34:11
çok beğendimmm,5,2025-06-27 12:46:11
Harika bir liste hazırlama algoritması var.,5,2025-06-27 11:38:15
👌🏻👍🏻,5,2025-06-27 11:33:47
ben çok memnunum bu uygulamadan ancak internet olmadığında indirilen şarkıların içinden arama yapılsa çok süper olur,5,2025-06-27 11:33:30
iyi,4,2025-06-27 11:19:49
Güncelleme sonrası açılmıyor. IOS telefonda da aynı,1,2025-06-27 10:55:25
harika bir uygulama,5,2025-06-27 06:33:26
Sorunsuz . müzik dinlemek bu kadar zahmetsiz olamaz. Araç kullanırken seyahat ederken kısacası keyifli her dakika ulaşılabilir olması güzel.,5,2025-06-27 01:50:56
bu uygulama varken saçma sapan yeşil müzik uygulamaları ile paranızı çöpe atmayın.,5,2025-06-27 00:36:28
Çok iyi..,5,2025-06-26 19:42:35
istediğim müziği buluyorum reklam yok 10 numara,5,2025-06-26 17:35:24
Süper,5,2025-06-26 16:42:44
kulaklikla surekli muzikler duruyor,1,2025-06-26 16:05:01
premium kullanıyorum o yüzden memnunun fakat normal ücretsiz halı bir işe yaramaz,3,2025-06-26 16:04:09
STRAYKIDS EVERYWHERE ALL AROUND THE WORLD YOU MAKE STRAYKIDS STAY (beğen üste ciksinn),5,2025-06-26 15:40:20
MÜTHİŞLİ,5,2025-06-26 15:36:16
"Geçmişten gelen birikim ve tecrübe,harikasınız çok teşekkür ederiz, kolaylıklar dileriz.",5,2025-06-26 14:25:24
"Her parça en yüksek kalitede, video da var. ucuz da. yeni bir tekel davasını hak ediyor :)",5,2025-06-26 13:00:06
YouTube ben YouTube'u yapamadım çünkü ben bunu yükledim yapabilirdik,5,2025-06-26 12:39:06
bu aralar sürekli duruyor,1,2025-06-26 12:15:17
başarılı,5,2025-06-26 11:32:05
hâlâ spotify kullananlar mağara devrinde kalmışlar en iyisi yt musictir,5,2025-06-26 10:58:40
hem şarkı öğrenmiş oluyoruz yazılı olduğu için ama bazılarında da olursa sevinirim,3,2025-06-26 05:52:56
en güzel uygulamalardan bir tanesi,5,2025-06-26 01:28:19
Spotify gibi değil ücretsiz çok şey,5,2025-06-26 01:00:10
Şöyle diyim eğer youtube premium alırsanız yanında geliyor ve cidden bence müzik dinlemek için başka herhangi bir uygulamaya aylık abonelik vermeden kullanmak müthiş bir ayrıcalık tek sorunu var ve bence bu tek eksiği abi dinlediğiniz müzikleri size hep aynı şekilde gösteriyor yani size farklı bir şekilde dinlediğiniz müziklere bakarak farklı şeyler önermiyor hep aynı şeyleri karşınıza çıkartıyor sürekli yani farklı bir şey dinlemek istiyorsanız gidip onu kendiniz bulmanız gerek ve buciddenyorcu,5,2025-06-25 22:25:15
"Mükemmel,heleki istediğin şarkıyı veya listeyi indirip internete gerek kalmadan dinleyebiliyorsunuz.❤️",5,2025-06-25 16:49:23
mükemmel,5,2025-06-25 16:45:21
👍,5,2025-06-25 16:41:41
Güzel ve kullanışlı bir müzik programı,5,2025-06-25 15:13:56
Son zamanların trend şarkılarını dinlemek istiyorum benim dinlediklerimden bir liste oluşturuyor çözemedim.,5,2025-06-25 14:03:07
süper,5,2025-06-25 13:59:43
Spotify dan daha iyi 👍,5,2025-06-25 13:52:03
"gayet iyi sadece Spotify da daha çok çeşit var ama bu bir problem yaratmaz gayet iyi (4,5)",4,2025-06-25 13:04:34
Gayet iyi,4,2025-06-25 13:04:32
Kesinlikle çok güzel bir uygulama ve premium hali hem ucuz hemde çok kaliteli denemeli,5,2025-06-25 12:30:39
mükemmel,5,2025-06-25 12:27:42
Sarkilarin orjinallerini daha kolay bulabilmemiz lazim. Bu bence en buyuk problem.,5,2025-06-25 11:46:26
Hissettiğim aradığım özlediğim her şeyi bulmak o kadar güzel ki...Bana enerji ve yaşama sevinci veriyor♥️♥️♥️,5,2025-06-25 11:27:14
başarılı ama daha iyi olabilir,5,2025-06-25 09:52:37
Spotify yerine bunu kullanın daha iyi. Spotifyda burda olan müzikler yok,5,2025-06-25 08:49:33
Muhteşem,5,2025-06-25 07:14:25
"Arkadaşlar çok güzel bir uygulama. Konserler yada yeni şarkı çıktığı zaman haber veriyor. Shorts ta popüler olan şarkıları söylüyor ana ekranın da. Premium olursanız daha da güzel oluyor. Hem YouTube de premium oluyorsunuz, hem de YouTube müzikte. Bir taşla iki kuş gibi düşün. Hem diğer arkadaşlarınızda yaralanabiliyor birisinin ödemesiyle. Genel olarak spotify'a bin basarrr ve güzel bir uygulama ✌🏻✌🏻",5,2025-06-25 00:28:05
Mobil veriye geçince playlistin yarısı gidiyor indiriyorum 2gün sonra indirdiklerimde gidiyor,1,2025-06-24 23:36:45
Çok Memnunum,5,2025-06-24 22:22:12
süper müzik listesi o anki anımı duygularımı çıkarıyor,5,2025-06-24 21:53:45
Her şey çok güzel mesala favori şarkıları biriktirip benim görebileceğim yere koyuyor. Ama sadece bir şarkı denemek istediğimde o şarkı hemen favoriye ekleniyor bu benim hoşuma gitmiyor. Bunun dışında her şey güzel 💌❤️,5,2025-06-24 21:29:52
"Bir önceki yorumum üç sene önceydi ve Spotify'dan daha iyi olduğunu ve çok memnun kaldığımı yazmıştım. Fakat son zamanlarda sürekli uygulama hata veriyor. Donuyor, duruyor, düzgün çalışmıyor. Şarkılar sürekli kesiliyor ve sürekli uygulamaya girmek zorunda kalıyorum. Ayrıca her ay para ödüyorum bu uygulamaya. Parasını ödediğiniz bir hizmetin bu kadar sıkıntı çıkarması üzücü. Umarım düzeltilir. Sorun düzeltildiğinde yorumumu güncellerim. 24.06.2025",3,2025-06-24 20:01:27
aşırı iyi ve otomotik indirmesi var internetssiz kullandım yavsiye ederim harika bi şey,5,2025-06-24 19:00:02
Arada takılmalar yaşıyorum yoksa çok iyi,3,2025-06-24 18:36:10
seviyoruz,5,2025-06-24 18:19:42
Uygulama güzel birçok müzik dinleme imkanı var. Ama uygulama kapanınca müzik duruyor. Yani premium almaya zorluyor. Tek kötü yanı bu ama tavsiye ederim.,4,2025-06-24 14:37:07
Tamam,5,2025-06-24 13:06:13
sevdiğim sanatçılar ve benzerlerinden bana ait miks yapmaları çok hoş. unuttuğum eserleri tekrar hatırlatmaları beni maziye goturmelerini takdlir ediyor tüm ekibe teşekkür ederim.,4,2025-06-24 12:30:21
uygulama güzel premium almak spotifydan bence dhaa mantıklı hem yt premiumda oluyor bence tek sorun rastgele bir şarkı açıyorsunuz hızlı arama ve hızlı seçmelerde çıkıyor tek seferlik şarkı dinliyi ce olmamalı,5,2025-06-24 12:28:54
şarkılar güncel degil,3,2025-06-24 10:54:12
beğendim.,5,2025-06-24 06:58:46
çarpraz oynatma özelliği gelsin artık,5,2025-06-24 04:02:11
bu uygulama için reklam bile izlerim tek sorun arka planda çalışmaması,5,2025-06-23 22:39:31
